mlb_id,mlb_name,mlb_pos,mlb_team,mlb_team_long,bats,throws,birth_year,bp_id,bref_id,bref_name,fg_id,fg_name,fg_pos,lahman_id,retro_id,retro_name,debut
407835,Jason Lane,P,SD,San Diego Padres,R,L,1976,24,laneja01,Jason Lane,1397,Jason Lane,OF,laneja01,lanej001,Jason Lane,20020510
405395,Albert Pujols,1B,LAA,Los Angeles Angels,R,R,1980,204,pujolal01,Albert Pujols,1177,Albert Pujols,1B,pujolal01,pujoa001,Albert Pujols,20010402
407296,Carlos Zambrano,P,MIA,Miami Marlins,S,R,1981,277,zambrca01,Carlos Zambrano,305,Carlos Zambrano,,zambrca01,zambc001,Carlos Zambrano,20010820
134181,Adrian Beltre,3B,TEX,Texas Rangers,R,R,1979,340,beltrad01,Adrian Beltre,639,Adrian Beltre,,beltrad01,belta001,Adrian Beltre,19980624
285131,Cesar Izturis,SS,HOU,Houston Astros,S,R,1980,364,izturce01,Cesar Izturis,656,Cesar Izturis,,izturce01,iztuc001,Cesar Izturis,20010623
424325,David Ross,C,CHC,Chicago Cubs,R,R,1977,379,rossda01,David Ross,1551,David Ross,C,rossda01,rossd001,David Ross,20020629
346795,Endy Chavez,OF,SEA,Seattle Mariners,L,L,1978,393,chaveen01,Endy Chavez,768,Endy Chavez,,chaveen01,chave002,Endy Chavez,20010529
112526,Bartolo Colon,P,TEX,Texas Rangers,R,R,1973,395,colonba01,Bartolo Colon,375,Bartolo Colon,,colonba01,colob001,Bartolo Colon,19970404
150275,Yorvit Torrealba,C,LAA,Los Angeles Angels,R,R,1978,476,torreyo01,Yorvit Torrealba,1135,Yorvit Torrealba,C,torreyo01,torry001,Yorvit Torrealba,20010905
277417,Josh Beckett,P,LAD,Los Angeles Dodgers,R,R,1980,489,beckejo02,Josh Beckett,510,Josh Beckett,,beckejo02,beckj002,Josh Beckett,20010904
340192,Marco Scutaro,2B,SF,San Francisco Giants,R,R,1975,579,scutama01,Marco Scutaro,1555,Marco Scutaro,2B/SS,scutama01,scutm001,Marco Scutaro,20020721
421064,Ty Wigginton,1B,MIA,Miami Marlins,R,R,1977,592,wiggity01,Ty Wigginton,1491,Ty Wigginton,1B/3B,wiggity01,wiggt001,Ty Wigginton,20020516
408241,Jake Peavy,P,SF,San Francisco Giants,R,R,1981,638,peavyja01,Jake Peavy,1051,Jake Peavy,P,peavyja01,peavj001,Jake Peavy,20020622
424144,Oliver Perez,P,CLE,Cleveland Indians,L,L,1981,639,perezol01,Oliver Perez,1514,Oliver Perez,P,perezol01,pereo002,Oliver Perez,20020616
407781,Marlon Byrd,OF,CLE,Cleveland Indians,R,R,1977,656,byrdma01,Marlon Byrd,950,Marlon Byrd,,byrdma01,byrdm001,Marlon Byrd,20020908
346857,Nick Punto,2B,OAK,Oakland Athletics,S,R,1977,686,puntoni01,Nick Punto,1429,Nick Punto,2B/3B/SS,puntoni01,puntn001,Nick Punto,20010909
276519,Jimmy Rollins,SS,CWS,Chicago White Sox,S,R,1978,688,rolliji01,Jimmy Rollins,971,Jimmy Rollins,,rolliji01,rollj001,Jimmy Rollins,20000917
276520,Bronson Arroyo,P,CIN,Cincinnati Reds,R,R,1977,702,arroybr01,Bronson Arroyo,978,Bronson Arroyo,,arroybr01,arrob001,Bronson Arroyo,20000612
346847,Joe Beimel,P,SEA,Seattle Mariners,L,L,1977,703,beimejo01,Joe Beimel,979,Joe Beimel,,beimejo01,beimj001,Joe Beimel,20010408
285064,Ryan Vogelsong,P,SF,San Francisco Giants,R,R,1977,746,vogelry01,Ryan Vogelsong,1011,Ryan Vogelsong,P,vogelry01,voger001,Ryan Vogelsong,20000902
400290,Austin Kearns,OF,MIA,Miami Marlins,R,R,1980,783,kearnau01,Austin Kearns,332,Austin Kearns,,kearnau01,keara001,Austin Kearns,20020417
280061,Corky Miller,C,CIN,Cincinnati Reds,R,R,1976,790,milleco01,Corky Miller,342,Corky Miller,,milleco01,millc001,Corky Miller,20010904
346874,Juan Uribe,3B,CLE,Cleveland Indians,R,R,1979,858,uribeju01,Juan Uribe,454,Juan Uribe,,uribeju01,uribj002,Juan Uribe,20010408
408210,Chone Figgins,3B,LAD,Los Angeles Dodgers,S,R,1978,876,figgich01,Chone Figgins,1580,Chone Figgins,3B/OF,figgich01,figgc001,Chone Figgins,20020825
407793,John Lackey,P,CHC,Chicago Cubs,R,R,1978,886,lackejo01,John Lackey,1507,John Lackey,P,lackejo01,lackj001,John Lackey,20020624
421685,Aaron Harang,P,PHI,Philadelphia Phillies,R,R,1978,932,haranaa01,Aaron Harang,1451,Aaron Harang,P,haranaa01,haraa001,Aaron Harang,20020525
407193,Brandon Lyon,P,NYM,New York Mets,R,R,1979,999,lyonbr01,Brandon Lyon,1312,Brandon Lyon,P,lyonbr01,lyonb003,Brandon Lyon,20010804
150029,Jayson Werth,OF,WSH,Washington Nationals,R,R,1979,1020,werthja01,Jayson Werth,1327,Jayson Werth,OF,werthja01,wertj001,Jayson Werth,20020901
408307,Carl Crawford,OF,LAD,Los Angeles Dodgers,L,L,1981,1037,crawfca02,Carl Crawford,1201,Carl Crawford,OF,crawfca02,crawc002,Carl Crawford,20020720
424825,Coco Crisp,OF,CLE,Cleveland Indians,S,R,1979,1084,crispco01,Coco Crisp,1572,Coco Crisp,OF,crispco01,crisc001,Coco Crisp,20020815
424324,Cliff Lee,P,PHI,Philadelphia Phillies,L,L,1978,1102,leecl02,Cliff Lee,1636,Cliff Lee,P,leecl02,lee-c003,Cliff Lee,20020915
400121,Victor Martinez,DH,DET,Detroit Tigers,S,R,1978,1105,martivi01,Victor Martinez,393,Victor Martinez,,martivi01,martv001,Victor Martinez,20020910
408252,Brandon Phillips,2B,BOS,Boston Red Sox,R,R,1981,1113,phillbr01,Brandon Phillips,791,Brandon Phillips,,phillbr01,philb001,Brandon Phillips,20020913
282332,CC Sabathia,P,NYY,New York Yankees,L,L,1980,1117,sabatc.01,CC Sabathia,404,CC Sabathia,,sabatcc01,sabac001,CC Sabathia,20010408
217100,Willie Bloomquist,SS,SEA,Seattle Mariners,R,R,1977,1139,bloomwi01,Willie Bloomquist,1066,Willie Bloomquist,SS/OF,bloomwi01,bloow001,Willie Bloomquist,20020901
400089,Rafael Soriano,P,CHC,Chicago Cubs,R,R,1979,1182,soriara01,Rafael Soriano,1100,Rafael Soriano,P,soriara01,sorir001,Rafael Soriano,20020510
400085,Ichiro Suzuki,OF,SEA,Seattle Mariners,L,R,1973,1184,suzukic01,Ichiro Suzuki,1101,Ichiro Suzuki,OF,suzukic01,suzui001,Ichiro Suzuki,20010402
407853,Erik Bedard,P,TB,Tampa Bay Rays,L,L,1979,1195,bedarer01,Erik Bedard,126,Erik Bedard,,bedarer01,bedae001,Erik Bedard,20020417
406878,Brian Roberts,2B,NYY,New York Yankees,S,R,1977,1240,roberbr01,Brian Roberts,166,Brian Roberts,,roberbr01,robeb003,Brian Roberts,20010614
276542,Joaquin Benoit,P,WSH,Washington Nationals,R,R,1977,1250,benoijo01,Joaquin Benoit,1437,Joaquin Benoit,P,benoijo01,benoj001,Joaquin Benoit,20010808
400098,Travis Hafner,DH,NYY,New York Yankees,L,R,1977,1264,hafnetr01,Travis Hafner,1573,Travis Hafner,DH,hafnetr01,hafnt001,Travis Hafner,20020806
407890,Colby Lewis,P,TEX,Texas Rangers,R,R,1979,1275,lewisco01,Colby Lewis,1259,Colby Lewis,P,lewisco01,lewic001,Colby Lewis,20020401
407886,Ryan Ludwick,OF,TEX,Texas Rangers,R,L,1978,1276,ludwiry01,Ryan Ludwick,1260,Ryan Ludwick,OF,ludwiry01,ludwr001,Ryan Ludwick,20020605
346793,Jeremy Affeldt,P,SF,San Francisco Giants,L,L,1979,1354,affelje01,Jeremy Affeldt,583,Jeremy Affeldt,,affelje01,affej001,Jeremy Affeldt,20020406
136860,Carlos Beltran,DH,HOU,Houston Astros,S,R,1977,1358,beltrca01,Carlos Beltran,589,Carlos Beltran,,beltrca01,beltc001,Carlos Beltran,19980914
213680,Mike MacDougal,P,LAD,Los Angeles Dodgers,S,R,1977,1385,macdomi01,Mike MacDougal,612,Mike MacDougal,,macdomi01,macdm001,Mike MacDougal,20010922
408299,Omar Infante,2B,KC,Kansas City Royals,R,R,1981,1424,infanom01,Omar Infante,1609,Omar Infante,2B,infanom01,infao001,Omar Infante,20020907
276346,Brandon Inge,3B,PIT,Pittsburgh Pirates,R,R,1977,1425,ingebr01,Brandon Inge,470,Brandon Inge,,ingebr01,ingeb001,Brandon Inge,20010403
400076,Shane Loux,P,SF,San Francisco Giants,R,R,1979,1432,louxsh01,Shane Loux,1613,Shane Loux,P,louxsh01,louxs001,Shane Loux,20020910
150289,Carlos Pena,1B,TEX,Texas Rangers,L,L,1978,1443,penaca01,Carlos Pena,934,Carlos Pena,,penaca01,penac001,Carlos Pena,20010905
407845,Fernando Rodney,P,OAK,Oakland Athletics,R,R,1977,1449,rodnefe01,Fernando Rodney,494,Fernando Rodney,,rodnefe01,rodnf001,Fernando Rodney,20020504
421124,Ramon Santiago,2B,TOR,Toronto Blue Jays,S,R,1979,1452,santira01,Ramon Santiago,1417,Ramon Santiago,2B/SS,santira01,santr002,Ramon Santiago,20020517
400083,Andres Torres,OF,SF,San Francisco Giants,S,R,1978,1455,torrean02,Andres Torres,1488,Andres Torres,OF,torrean02,torra001,Andres Torres,20020407
150212,Michael Cuddyer,OF,NYM,New York Mets,R,R,1979,1466,cuddymi01,Michael Cuddyer,1534,Michael Cuddyer,OF,cuddymi01,cuddm001,Michael Cuddyer,20010923
346798,Kyle Lohse,P,TEX,Texas Rangers,R,R,1978,1490,lohseky01,Kyle Lohse,739,Kyle Lohse,,lohseky01,lohsk001,Kyle Lohse,20010622
407483,Willie Harris,2B,CIN,Cincinnati Reds,L,R,1978,1536,harriwi02,Willie Harris,236,Willie Harris,,harriwi01,harrw001,Willie Harris,20010902
400018,Miguel Olivo,C,LAD,Los Angeles Dodgers,R,R,1978,1549,olivomi01,Miguel Olivo,1638,Miguel Olivo,C,olivomi01,olivm001,Miguel Olivo,20020915
407487,Juan Rivera,OF,NYY,New York Yankees,R,R,1978,1605,riverju01,Juan Rivera,843,Juan Rivera,,riverju01,rivej001,Juan Rivera,20010904
285079,R.A. Dickey,P,ATL,Atlanta Braves,R,R,1974,5034,dicker.01,R.A. Dickey,1245,R.A. Dickey,P,dickera01,dickr001,R.A. Dickey,20010422
408242,Wil Nieves,C,SD,San Diego Padres,R,R,1977,11429,nievewi01,Wil Nieves,1556,Wil Nieves,C,nievewi01,nievw001,Wil Nieves,20020721
425646,Luis Ayala,P,WSH,Washington Nationals,R,R,1978,16597,ayalalu01,Luis Ayala,1650,Luis Ayala,P,ayalalu01,ayall001,Luis Ayala,20030331
407862,Reed Johnson,OF,WSH,Washington Nationals,R,R,1976,16613,johnsre02,Reed Johnson,1702,Reed Johnson,OF,johnsre02,johnr008,Reed Johnson,20030417
408042,Gerald Laird,C,ARI,Arizona Diamondbacks,R,R,1979,16616,lairdge01,Gerald Laird,1698,Gerald Laird,C,lairdge01,lairg001,Gerald Laird,20030430
425657,Javier Lopez,P,SF,San Francisco Giants,L,L,1977,16620,lopezja02,Javier Lopez,1663,Javier Lopez,P,lopezja02,lopej002,Javier Lopez,20030401
294558,Xavier Nady,OF,SD,San Diego Padres,R,R,1978,16624,nadyxa01,Xavier Nady,1658,Xavier Nady,OF,nadyxa01,nadyx001,Xavier Nady,20000930
407893,Mark Teixeira,1B,NYY,New York Yankees,S,R,1980,16631,teixema01,Mark Teixeira,1281,Mark Teixeira,1B,teixema01,teixm001,Mark Teixeira,20030401
400284,Chase Utley,2B,LAD,Los Angeles Dodgers,L,R,1978,16632,utleych01,Chase Utley,1679,Chase Utley,2B,utleych01,utlec001,Chase Utley,20030404
425664,Shane Victorino,OF,CHC,Chicago Cubs,S,R,1980,16634,victosh01,Shane Victorino,1677,Shane Victorino,OF,victosh01,victs001,Shane Victorino,20030402
425532,Jerome Williams,P,STL,St. Louis Cardinals,R,R,1981,16637,willije01,Jerome Williams,1137,Jerome Williams,P,willije02,willj003,Jerome Williams,20030426
425626,Chris Capuano,P,MIL,Milwaukee Brewers,L,L,1978,16660,capuach01,Chris Capuano,1701,Chris Capuano,P,capuach01,capuc001,Chris Capuano,20030504
346797,Grant Balfour,P,TB,Tampa Bay Rays,R,R,1977,16715,balfogr01,Grant Balfour,718,Grant Balfour,,balfogr01,balfg001,Grant Balfour,20010722
276351,Jason Grilli,P,TEX,Texas Rangers,R,R,1976,17096,grillja01,Jason Grilli,521,Jason Grilli,,grillja01,grilj001,Jason Grilli,20000511
349193,Will Ohman,P,WSH,Washington Nationals,L,L,1977,17455,ohmanwi01,Will Ohman,296,Will Ohman,,ohmanwi01,ohmaw001,Will Ohman,20000919
285068,Cody Ransom,3B,CHC,Chicago Cubs,R,R,1976,17546,ransoco01,Cody Ransom,1126,Cody Ransom,3B/SS,ransoco01,ransc001,Cody Ransom,20010905
400140,Wilson Betemit,3B,BAL,Baltimore Orioles,S,R,1981,19093,betemwi01,Wilson Betemit,1861,Wilson Betemit,3B,betemwi01,betew001,Wilson Betemit,20010918
408230,Pedro Feliciano,P,NYM,New York Mets,L,L,1976,31290,felicpe01,Pedro Feliciano,1601,Pedro Feliciano,P,felicpe01,felip002,Pedro Feliciano,20020904
407798,Ryan Langerhans,1B,TOR,Toronto Blue Jays,L,L,1980,31299,langery01,Ryan Langerhans,98,Ryan Langerhans,,langery01,langr002,Ryan Langerhans,20020428
408061,Francisco Rodriguez,P,PHI,Philadelphia Phillies,R,R,1982,31311,rodrifr03,Francisco Rodriguez,1642,Francisco Rodriguez,P,rodrifr03,rodrf003,Francisco Rodriguez,20020918
407833,John Buck,C,ATL,Atlanta Braves,R,R,1980,31321,buckjo01,John Buck,2041,John Buck,C,buckjo01,buckj001,John Buck,20040625
462405,Brooks Conrad,2B,SD,San Diego Padres,S,R,1980,31323,conrabr01,Brooks Conrad,3664,Brooks Conrad,2B/3B,conrabr01,conrb001,Brooks Conrad,20080721
430589,Chad Qualls,P,COL,Colorado Rockies,R,R,1978,31330,quallch01,Chad Qualls,2170,Chad Qualls,P,quallch01,qualc001,Chad Qualls,20040722
279571,Matt Belisle,P,MIN,Minnesota Twins,R,R,1980,31338,belisma01,Matt Belisle,1837,Matt Belisle,P,belisma01,belim001,Matt Belisle,20030907
453923,Gregor Blanco,CF,SF,San Francisco Giants,L,L,1983,31340,blancgr01,Gregor Blanco,3123,Gregor Blanco,OF,blancgr01,blang001,Gregor Blanco,20080330
425796,Jeff Francoeur,OF,MIA,Miami Marlins,R,R,1984,31345,francje02,Jeff Francoeur,4792,Jeff Francoeur,OF,francje02,franj004,Jeff Francoeur,20050707
430637,Kelly Johnson,3B,NYM,New York Mets,L,R,1982,31349,johnske05,Kelly Johnson,2234,Kelly Johnson,2B,johnske05,johnk003,Kelly Johnson,20050529
425560,Adam LaRoche,DH,CWS,Chicago White Sox,L,L,1979,31351,larocad01,Adam LaRoche,1904,Adam LaRoche,1B,larocad01,laroa001,Adam LaRoche,20040407
429708,Andy Marte,3B,ARI,Arizona Diamondbacks,R,R,1983,31354,martean01,Andy Marte,3203,Andy Marte,1B/3B,martean01,marta004,Andy Marte,20050607
435261,Zach Miner,P,PHI,Philadelphia Phillies,R,R,1982,31357,minerza01,Zach Miner,3193,Zach Miner,P,minerza01,minez001,Zach Miner,20060604
425794,Adam Wainwright,P,STL,St. Louis Cardinals,R,R,1981,31361,wainwad01,Adam Wainwright,2233,Adam Wainwright,P,wainwad01,waina001,Adam Wainwright,20050911
430606,Mike Adams,P,PHI,Philadelphia Phillies,R,R,1978,31362,adamsmi03,Mike Adams,1937,Mike Adams,P,adamsmi03,adamm001,Mike Adams,20040518
425902,Prince Fielder,DH,TEX,Texas Rangers,L,R,1984,31366,fieldpr01,Prince Fielder,4613,Prince Fielder,1B,fieldpr01,fielp001,Prince Fielder,20050613
429666,J.J. Hardy,SS,BAL,Baltimore Orioles,R,R,1982,31369,hardyjj01,J.J. Hardy,3797,J.J. Hardy,SS,hardyjj01,hardj003,J.J. Hardy,20050404
430611,Corey Hart,1B,PIT,Pittsburgh Pirates,R,R,1982,31370,hartco01,Corey Hart,1945,Corey Hart,OF,hartco01,hartc001,Corey Hart,20040525
429717,Dan Haren,P,CHC,Chicago Cubs,R,R,1980,31384,harenda01,Dan Haren,1757,Dan Haren,P,harenda01,hared001,Dan Haren,20030630
425877,Yadier Molina,C,STL,St. Louis Cardinals,R,R,1982,31391,molinya01,Yadier Molina,7007,Yadier Molina,C,molinya01,moliy001,Yadier Molina,20040603
429780,Chris Narveson,P,MIA,Miami Marlins,L,L,1981,31392,narvech01,Chris Narveson,2141,Chris Narveson,P,narvech01,narvc001,Chris Narveson,20060908
430593,Brendan Harris,SS,LAA,Los Angeles Angels,R,R,1980,31407,harribr01,Brendan Harris,2178,Brendan Harris,SS,harribr01,harrb001,Brendan Harris,20040706
429440,Edgar Gonzalez,P,HOU,Houston Astros,R,R,1983,31424,gonzaed01,Edgar Gonzalez,1727,Edgar Gonzalez,P,gonzaed01,gonze001,Edgar Gonzalez,20030601
430668,Scott Hairston,OF,WSH,Washington Nationals,R,R,1980,31426,hairssc01,Scott Hairston,1926,Scott Hairston,OF,hairssc01,hairs001,Scott Hairston,20040507
429710,Chad Tracy,3B,LAA,Los Angeles Angels,L,R,1980,31435,tracych01,Chad Tracy,1888,Chad Tracy,1B/3B,tracych01,tracc001,Chad Tracy,20040421
430629,Joel Hanrahan,P,DET,Detroit Tigers,R,R,1981,31445,hanrajo01,Joel Hanrahan,2186,Joel Hanrahan,P,hanrajo01,hanrj001,Joel Hanrahan,20070728
425542,Koyie Hill,C,PHI,Philadelphia Phillies,S,R,1979,31446,hillko01,Koyie Hill,1829,Koyie Hill,C,hillko01,hillk002,Koyie Hill,20030905
425766,James Loney,1B,NYM,New York Mets,L,L,1984,31447,loneyja01,James Loney,4556,James Loney,1B,loneyja01,lonej001,James Loney,20060404
430912,Matt Cain,P,SF,San Francisco Giants,R,R,1984,31476,cainma01,Matt Cain,4732,Matt Cain,P,cainma01,cainm001,Matt Cain,20050829
408234,Miguel Cabrera,1B,DET,Detroit Tigers,R,R,1983,31483,cabremi01,Miguel Cabrera,1744,Miguel Cabrera,1B/3B,cabremi01,cabrm001,Miguel Cabrera,20030620
408236,Adrian Gonzalez,1B,NYM,New York Mets,L,L,1982,31485,gonzaad01,Adrian Gonzalez,1908,Adrian Gonzalez,1B,gonzaad01,gonza003,Adrian Gonzalez,20040418
425545,Josh Willingham,OF,KC,Kansas City Royals,R,R,1979,31494,willijo03,Josh Willingham,2103,Josh Willingham,OF,willijo03,willj004,Josh Willingham,20040706
425543,Josh Wilson,2B,TEX,Texas Rangers,R,R,1981,31495,wilsojo03,Josh Wilson,2102,Josh Wilson,SS,wilsojo03,wilsj003,Josh Wilson,20050907
425514,Heath Bell,P,WSH,Washington Nationals,R,R,1977,31497,bellhe01,Heath Bell,2080,Heath Bell,P,bellhe01,bellh001,Heath Bell,20040824
431148,Scott Kazmir,P,ATL,Atlanta Braves,L,L,1984,31506,kazmisc01,Scott Kazmir,4897,Scott Kazmir,P,kazmisc01,kazms001,Scott Kazmir,20040823
408314,Jose Reyes,3B,NYM,New York Mets,S,R,1983,31511,reyesjo01,Jose Reyes,1736,Jose Reyes,SS,reyesjo01,reyej001,Jose Reyes,20030610
431151,David Wright,3B,NYM,New York Mets,R,R,1982,31514,wrighda03,David Wright,3787,David Wright,3B,wrighda03,wrigd002,David Wright,20040721
425856,Gavin Floyd,P,TOR,Toronto Blue Jays,R,R,1983,31534,floydga01,Gavin Floyd,3886,Gavin Floyd,P,floydga01,floyg001,Gavin Floyd,20040903
425492,Ryan Madson,P,LAD,Los Angeles Dodgers,L,R,1980,31537,madsory01,Ryan Madson,1852,Ryan Madson,P,madsory01,madsr001,Ryan Madson,20030927
430634,Sean Burnett,P,WSH,Washington Nationals,L,L,1982,31544,burnese01,Sean Burnett,1886,Sean Burnett,P,burnese01,burns001,Sean Burnett,20040530
425491,Ryan Doumit,OF,ATL,Atlanta Braves,S,R,1981,31547,doumiry01,Ryan Doumit,2113,Ryan Doumit,C,doumiry01,doumr001,Ryan Doumit,20050605
283166,Michael Gonzalez,P,WSH,Washington Nationals,R,L,1978,31549,gonzami02,Mike Gonzalez,1794,Michael Gonzalez,P,gonzami02,gonzm001,Mike Gonzalez,20030811
407825,Matt Guerrier,P,MIN,Minnesota Twins,R,R,1978,31551,guerrma02,Matt Guerrier,2061,Matt Guerrier,P,guerrma02,guerm001,Matt Guerrier,20040617
429665,Edwin Encarnacion,DH,SEA,Seattle Mariners,R,R,1983,31564,encared01,Edwin Encarnacion,2151,Edwin Encarnacion,3B/DH,encared01,encae001,Edwin Encarnacion,20050624
408232,Ray Olmedo,SS,CWS,Chicago White Sox,S,R,1981,31573,olmedra01,Ray Olmedo,1718,Ray Olmedo,2B/SS,olmedra01,olmer001,Ray Olmedo,20030525
433585,Jeff Francis,P,TOR,Toronto Blue Jays,L,L,1981,31585,francje01,Jeff Francis,4684,Jeff Francis,P,francje01,franj003,Jeff Francis,20040825
425835,Chin-hui Tsao,P,LAD,Los Angeles Dodgers,R,R,1981,31594,tsaoch01,Chin-hui Tsao,1776,Chin-hui Tsao,P,tsaoch01,tsaoc001,Chin-hui Tsao,20030725
408052,Chris Bootcheck,P,NYY,New York Yankees,R,R,1978,31596,bootcch01,Chris Bootcheck,1842,Chris Bootcheck,P,bootcch01,bootc001,Chris Bootcheck,20030909
425773,Casey Kotchman,1B,MIA,Miami Marlins,L,L,1983,31601,kotchca01,Casey Kotchman,1930,Casey Kotchman,1B,kotchca01,kotcc001,Casey Kotchman,20040509
425772,Jeff Mathis,C,TEX,Texas Rangers,R,R,1983,31602,mathije01,Jeff Mathis,3448,Jeff Mathis,C,mathije01,mathj001,Jeff Mathis,20050812
435063,Mike Napoli,1B,TEX,Texas Rangers,R,R,1981,31606,napolmi01,Mike Napoli,3057,Mike Napoli,C/1B,napolmi01,napom001,Mike Napoli,20060504
429722,Ervin Santana,P,MIN,Minnesota Twins,R,R,1982,31607,santaer01,Ervin Santana,3200,Ervin Santana,P,santaer01,sante001,Ervin Santana,20050517
430897,Nick Swisher,OF,ATL,Atlanta Braves,S,L,1980,31623,swishni01,Nick Swisher,4599,Nick Swisher,1B/OF,swishni01,swisn001,Nick Swisher,20040903
430661,Dustin McGowan,P,MIA,Miami Marlins,R,R,1982,31635,mcgowdu01,Dustin McGowan,8600,Dustin McGowan,P,mcgowdu01,mcgod001,Dustin McGowan,20050730
425565,Guillermo Quiroz,C,CLE,Cleveland Indians,R,R,1981,31637,quirogu01,Guillermo Quiroz,7989,Guillermo Quiroz,C,quirogu01,quirg001,Guillermo Quiroz,20040904
425567,Alex Rios,OF,KC,Kansas City Royals,R,R,1981,31640,riosal01,Alex Rios,2090,Alex Rios,OF,riosal01,riosa002,Alex Rios,20040527
430404,Jonny Gomes,OF,KC,Kansas City Royals,R,R,1980,31646,gomesjo01,Jonny Gomes,1845,Jonny Gomes,DH/OF,gomesjo01,gomej001,Jonny Gomes,20030912
285078,Josh Hamilton,OF,TEX,Texas Rangers,L,L,1981,31647,hamiljo03,Josh Hamilton,1875,Josh Hamilton,OF,hamiljo03,hamij003,Josh Hamilton,20070402
445095,Jason Pridie,CF,OAK,Oakland Athletics,L,R,1983,31652,pridija01,Jason Pridie,4611,Jason Pridie,OF,pridija01,pridj001,Jason Pridie,20080903
429713,Grady Sizemore,OF,TB,Tampa Bay Rays,L,L,1982,31664,sizemgr01,Grady Sizemore,2197,Grady Sizemore,OF,sizemgr01,sizeg001,Grady Sizemore,20040721
429715,Travis Blackley,P,TEX,Texas Rangers,L,L,1982,31670,blacktr01,Travis Blackley,3234,Travis Blackley,P,blacktr01,blact001,Travis Blackley,20040701
425783,Shin-Soo Choo,RF,TEX,Texas Rangers,L,L,1982,31672,choosh01,Shin-Soo Choo,3174,Shin-Soo Choo,OF,choosh01,choos001,Shin-Soo Choo,20050421
425785,Greg Dobbs,1B,WSH,Washington Nationals,L,R,1978,31674,dobbsgr01,Greg Dobbs,2158,Greg Dobbs,3B,dobbsgr01,dobbg001,Greg Dobbs,20040908
407819,Matt Thornton,P,SD,San Diego Padres,L,L,1976,31683,thornma01,Matt Thornton,1918,Matt Thornton,P,thornma01,thorm001,Matt Thornton,20040627
430917,Mike Fontenot,2B,WSH,Washington Nationals,L,R,1980,31688,fontemi01,Mike Fontenot,3912,Mike Fontenot,2B,fontemi01,fontm001,Mike Fontenot,20050413
455921,Luis Jimenez,DH,SEA,Seattle Mariners,L,L,1982,31691,jimenlu01,Luis Jimenez,2602,Luis Jimenez,DH,jimenlu01,jimel001,Luis Jimenez,20120904
430652,Jason Bourgeois,CF,ARI,Arizona Diamondbacks,R,R,1982,31700,bourgja01,Jason Bourgeois,2225,Jason Bourgeois,OF,bourgja01,bourj001,Jason Bourgeois,20080909
425556,Laynce Nix,OF,PHI,Philadelphia Phillies,L,L,1980,31708,nixla01,Laynce Nix,1766,Laynce Nix,OF,nixla01,nix-l001,Laynce Nix,20030710
450351,C.J. Wilson,P,LAA,Los Angeles Angels,L,L,1980,31711,wilsocj01,C.J. Wilson,3580,C.J. Wilson,P,wilsocj01,wilsc004,C.J. Wilson,20050610
407822,Jorge De La Rosa,P,CHC,Chicago Cubs,L,L,1981,31714,rosajo01,Jorge De La Rosa,2047,Jorge De La Rosa,P,delarjo01,delaj001,Jorge de la Rosa,20040814
434670,Hanley Ramirez,1B,CLE,Cleveland Indians,R,R,1983,31724,ramirha01,Hanley Ramirez,8001,Hanley Ramirez,SS,ramirha01,ramih003,Hanley Ramirez,20050920
431159,Kelly Shoppach,C,CLE,Cleveland Indians,R,R,1980,31726,shoppke01,Kelly Shoppach,3867,Kelly Shoppach,C,shoppke01,shopk001,Kelly Shoppach,20050528
430203,David DeJesus,OF,LAA,Los Angeles Angels,L,L,1979,31730,dejesda01,David DeJesus,1825,David DeJesus,OF,dejesda01,dejed001,David DeJesus,20030902
425844,Zack Greinke,P,ARI,Arizona Diamondbacks,R,R,1983,31734,greinza01,Zack Greinke,1943,Zack Greinke,P,greinza01,greiz001,Zack Greinke,20040522
435219,Jack Hannahan,1B,CIN,Cincinnati Reds,L,R,1980,31742,hannaja01,Jack Hannahan,3692,Jack Hannahan,3B,hannaja01,hannj001,Jack Hannahan,20060525
425496,Cody Ross,OF,OAK,Oakland Athletics,R,L,1980,31746,rossco01,Cody Ross,1760,Cody Ross,OF,rossco01,rossc001,Cody Ross,20030704
217915,Lew Ford,LF,BAL,Baltimore Orioles,R,R,1976,31752,fordle01,Lew Ford,1724,Lew Ford,OF,fordle01,fordl001,Lew Ford,20030529
430585,Jason Kubel,OF,MIN,Minnesota Twins,L,R,1982,31757,kubelja01,Jason Kubel,2161,Jason Kubel,DH/OF,kubelja01,kubej002,Jason Kubel,20040831
408045,Joe Mauer,1B,MIN,Minnesota Twins,L,R,1983,31759,mauerjo01,Joe Mauer,1857,Joe Mauer,C/1B,mauerjo01,mauej001,Joe Mauer,20040405
408047,Justin Morneau,DH,CWS,Chicago White Sox,L,R,1981,31760,morneju01,Justin Morneau,1737,Justin Morneau,1B,morneju01,mornj001,Justin Morneau,20030610
429664,Robinson Cano,2B,NYM,New York Mets,L,R,1982,31789,canoro01,Robinson Cano,3269,Robinson Cano,2B,canoro01,canor001,Robinson Cano,20050503
425426,Chien-Ming Wang,P,KC,Kansas City Royals,R,R,1980,31803,wangch01,Chien-Ming Wang,2074,Chien-Ming Wang,P,wangch01,wangc001,Chien-Ming Wang,20050430
